filename,diff_mean_bitplane0,diff_var_bitplane0,diff_energy_bitplane0,diff_entropy_bitplane0,diff_mean_bitplane1,diff_var_bitplane1,diff_energy_bitplane1,diff_entropy_bitplane1,diff_mean_bitplane2,diff_var_bitplane2,diff_energy_bitplane2,diff_entropy_bitplane2,diff_mean_bitplane3,diff_var_bitplane3,diff_energy_bitplane3,diff_entropy_bitplane3,diff_mean_bitplane4,diff_var_bitplane4,diff_energy_bitplane4,diff_entropy_bitplane4,diff_mean_bitplane5,diff_var_bitplane5,diff_energy_bitplane5,diff_entropy_bitplane5,diff_mean_bitplane6,diff_var_bitplane6,diff_energy_bitplane6,diff_entropy_bitplane6,diff_mean_bitplane7,diff_var_bitplane7,diff_energy_bitplane7,diff_entropy_bitplane7,diff_mean_intensity,diff_var_intensity,diff_entropy_intensity,diff_skewness,diff_kurtosis,label
000000296674.png,-0.0007242647058823826,-8.600643382483675e-07,-197.0,-1.7201297857205589e-06,0.0004044117647058476,-7.344831314815004e-07,110.0,-1.468967958162537e-06,0.0016580882352941195,-2.465796658729369e-05,451.0,-4.9319614380483046e-05,0.0010808823529411815,1.5164143598672686e-05,294.0,3.0330289030100488e-05,0.0009080882352940911,-4.467326719292952e-05,247.0,-8.941874075552025e-05,-0.0001507352941176321,-1.4423483455816566e-05,-41.0,-2.8935495874349293e-05,-0.0012205882352940844,-0.0001307196150518164,-332.0,-0.0002624458209224967,0.0019632352941176823,0.00044286834991347224,534.0,0.0009012381236185307,0.19824632352941762,7.012269871661601,0.0018273005380038398,0.0010969360643700195,0.0007845542832223273,2
000000435409.png,-0.0037326388888889173,2.754117235770348e-06,-860.0,5.508261052611374e-06,-0.000720486111111085,1.3759283371272968e-06,-166.0,2.7518604959198e-06,-0.0011588541666666674,-2.2784762913341527e-06,-267.0,-4.556960494395135e-06,0.0015711805555554959,-9.819878472039356e-07,362.0,-1.9639775662438907e-06,0.004878472222222263,0.0008187956633390059,1124.0,0.0016532471869266097,-0.0010156249999999645,0.0002185533311631349,-234.0,0.00044404777770790105,-0.0021918402777777457,0.00023036203266657562,-505.0,0.00046243253403621676,0.004622395833333348,0.002185466342502107,1065.0,0.004748820560472655,0.49970486111111256,-0.46098563322857444,-0.0008422474281370995,-0.00011731982982930711,-0.00021444787125934894,2
000000140086.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000526830.png,0.0006550058548009385,-1.5363683874003442e-06,179.0,-3.07274284949699e-06,0.0011124121779859664,-9.899686829711873e-06,304.0,-1.9799904539818947e-05,0.0002817622950819776,7.568856148221226e-06,77.0,1.5141355384495903e-05,-0.0002890807962529496,-1.1167395952998982e-05,-79.0,-2.234591279437481e-05,-0.00025248829039814513,-2.225995455426566e-05,-69.0,-4.46357960730559e-05,0.00042813231850113986,2.8301413691922406e-05,117.0,5.668549514270538e-05,-5.122950819669292e-05,8.313547385396802e-06,-14.0,1.6775403215651963e-05,0.00017198477751756425,6.652767423948047e-05,47.0,0.00014035974571746657,0.030090017564404548,4.387044761227116,-0.0011416593810142928,0.0006337539028886674,0.00010903454839006343,2
000000294357.png,5.333333333357171e-06,6.058666596198137e-09,1.0,1.2117338688000245e-08,4.799999999999249e-05,4.938239999141558e-07,9.0,9.876828482857647e-07,1.0666666666714342e-05,-3.25404445333799e-08,2.0,-6.508109073877222e-08,1.0666666666714342e-05,9.671111095288509e-08,2.0,1.9342752244355665e-07,1.066666666665883e-05,6.09735111151144e-07,2.0,1.2208010674585879e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039999999999906777,-0.02226461226655374,3.2892122803218626e-08,-6.528922977255824e-07,3.112753188538875e-06,1
000000276293.png,-0.0032867647058824057,1.947891435985505e-05,-894.0,3.89584251309083e-05,0.0007352941176470007,1.459775086642967e-07,200.0,2.919550737834342e-07,-0.0012830882352941053,-1.5581031033884418e-05,-349.0,-3.116361104626986e-05,-0.0005147058823530282,7.016652249031141e-06,-140.0,1.4034175156218964e-05,-0.0005257352941177018,4.3193406682545676e-05,-143.0,8.658198136879403e-05,-0.0005919117647058547,1.514380136241611e-05,-161.0,3.0294217311710447e-05,0.0007169117647058965,7.338593479669364e-05,195.0,0.00014728778653116947,7.352941176486105e-06,-2.5054065747043275e-07,2.0,-5.012753693245386e-07,0.008404411764715292,0.2710389174953889,-0.00013989637258227106,-0.0003602265831802731,-0.0010569397964008687,1
000000311345.png,-0.003333333333333355,-0.00010527343750010854,-1024.0,-0.00021061769984009882,0.0026399739583333748,0.00013565100563903143,811.0,0.00027154179317312455,-0.0008268229166666363,-6.062829759378996e-05,-254.0,-0.00012147465201584051,0.0015071614583332948,6.441250907035512e-05,463.0,0.00012890363529083348,0.000270182291666643,5.5975755055642784e-05,83.0,0.00011359582281478264,0.0001464843749999778,-1.0950565338230245e-05,45.0,-2.1942065887681217e-05,6.835937499999334e-05,3.4822781880550213e-06,21.0,6.970590033850144e-06,2.278645833336812e-05,5.564361148346908e-06,7.0,1.13581985509148e-05,0.026998697916667425,-2.739298059252178,0.0002669642143411366,-0.00027594792462665163,1.0512176250143668e-05,2
000000532436.png,0.0002420033670034183,4.125057390946818e-07,92.0,8.25012293592664e-07,-3.682659932657817e-05,1.453069732315626e-07,-14.0,2.906154550341711e-07,-6.839225589222453e-05,-6.343410518805381e-07,-26.0,-1.2687184876014612e-06,2.1043771043838255e-05,-2.1920594850399766e-07,8.0,-4.3842775476754525e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.313131312651876e-05,0.002421103129563562,-2.6759803565035156e-05,-4.029293797183642e-06,-6.275791659682284e-06,1
000000224209.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000270187.png,-0.006333007812500013,0.00025601060390478825,-2594.0,0.0005123072584193311,-0.0008789062500000333,-3.759813308720772e-05,-360.0,-7.524220537635795e-05,0.00024169921875000222,2.1813708544010657e-05,99.0,4.374645343618866e-05,0.00016357421874996225,2.228339314441774e-05,67.0,4.484558903072866e-05,9.277343750002665e-05,1.417648792265136e-05,38.0,2.8576802481250496e-05,0.0003173828124999889,6.050884723668437e-05,130.0,0.00012251674703134263,2.4414062499977796e-06,1.1257231235239917e-06,1.0,2.435071183581883e-06,-7.324218749993339e-06,-4.3693363665775475e-06,-3.0,-1.0075041488311065e-05,0.005043945312493747,-0.35162798545479745,0.00018237103849738645,1.6602202651427866e-05,0.0002246340717571016,1
000000090242.png,-0.0018991510538641787,-1.4948309121798342e-05,-519.0,-2.98972716139545e-05,0.0011892564402810057,5.182978704582064e-06,325.0,1.0366027925812205e-05,2.9274004683832455e-05,3.7578018291517523e-07,8.0,7.516016509168111e-07,0.0004171545667447374,2.4728864098100267e-07,114.0,4.945773686149124e-07,0.00037690281030444694,3.662693184008914e-05,103.0,7.348577861743255e-05,0.00038056206088993294,7.797845858315e-05,104.0,0.0001581962513524937,6.95257611241229e-05,1.8550464257721666e-05,19.0,3.802096186789061e-05,2.1955503512860464e-05,5.957904821080051e-06,6.0,1.2221937859768772e-05,0.029402078454339176,-2.600762259403382,0.0007634043576718597,-2.6422680268034515e-05,0.00020332818011503662,2
000000213450.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000180719.png,-0.0001692708333332904,-5.179511177177964e-07,-52.0,-1.0359054782860255e-06,-0.0008138020833333148,-6.304846869309433e-07,-250.0,-1.2609699046040035e-06,-0.001660156249999989,-2.9506683348057283e-06,-510.0,-5.901348305581422e-06,0.00012695312499999556,4.078865050993752e-07,39.0,8.157758216720268e-07,0.0040234375000000044,0.0003523127237957113,1236.0,0.0007064385796613504,0.001064453125000031,-0.00012224232355759201,327.0,-0.000245568109796368,-0.0009895833333333215,-0.00028174777560763253,-304.0,-0.0005795080792900809,0.0010839843749999994,0.0008799010276794722,333.0,0.0024543109491637627,0.1664322916666663,-2.65304631144204,-0.0008138265132116018,0.0020570098459533614,0.007507859703062447,2
000000072677.png,0.0012230153203341976,-1.2695384483646377e-05,281.0,-2.539169366311267e-05,0.0015233286908077348,-1.9731137638728802e-05,350.0,-3.9464512909814786e-05,0.004422005571030674,-0.00010262070728042638,1016.0,-0.00020527961041483245,0.0018410515320333998,-0.00011041020656293865,423.0,-0.00022108596798986468,0.001066330083565492,-0.00010730596214356125,245.0,-0.00021534087193020301,0.005362116991643462,0.0013036553584314103,1232.0,0.0026606132742258426,0.0026288300835655143,-0.000557917011380582,604.0,-0.0011330576841569462,0.0007703690807799868,8.371929656156296e-05,177.0,0.00016810249294851864,0.4921875,-0.008724015006919217,-0.006392098794018253,-0.0001321128663121507,-0.00031214588651495845,2
000000217662.png,0.002640845070422504,-0.00010798173725454219,720.0,-0.00021608445680776356,0.0024207746478873693,-0.0001334160792956507,660.0,-0.00026710333860191504,-0.00015038145539914005,1.096696918159723e-05,-41.0,2.197294790340365e-05,-0.00022373826291077759,2.2799736496742495e-05,-61.0,4.5758304793031e-05,0.0006015258215963382,-5.214812323670048e-05,164.0,-0.00010455872991355086,-1.1003521126762283e-05,-1.8260501517819439e-06,-3.0,-3.6861915579944338e-06,7.702464788733598e-05,1.4367255238761922e-05,21.0,2.907489548509279e-05,3.667840375587428e-05,1.8976876591081382e-05,10.0,4.201606670606317e-05,0.023987676056336227,1.2801131470669134,-0.008364328663890142,0.0009434295813696147,0.0025982194004177117,2
000000510867.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000536650.png,0.0002085772833724242,-2.526312967987554e-07,57.0,-5.052628480051169e-07,1.8296252927374468e-05,4.251361460094749e-08,5.0,8.502738224613893e-08,3.293325526931845e-05,-8.568334494696295e-08,9.0,-1.7136707664011652e-07,1.4637002341888472e-05,2.881552718658753e-08,4.0,5.763112875811771e-08,5.4888758782123404e-05,-3.0242243887479425e-06,15.0,-6.0545804143607995e-06,-5.4888758782234426e-05,2.010324892720572e-06,-15.0,4.0224490345242e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00038422131147797245,0.008202234088685145,-1.753852736463557e-05,2.3069262433006443e-05,-6.505009562562947e-06,1
000000080383.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000292280.png,0.002250439110070279,-2.7422285701350635e-06,615.0,-5.484469113525847e-06,0.0014234484777517764,-1.0808165951836646e-05,389.0,-2.1616761933795914e-05,0.0024041276346604135,1.2025916556523963e-05,657.0,2.405208006506232e-05,0.003498243559719061,-8.960664855856004e-05,956.0,-0.0001792532394544466,0.0014710187353629833,5.015717423925703e-05,402.0,0.00010035332324387358,0.0037690281030444694,-4.9429876761264424e-05,1030.0,-9.886589024521442e-05,0.0016320257611240896,0.0002925200740316325,446.0,0.000591429316474712,0.0015002927400468713,0.0006404242875344413,410.0,0.001368443494306315,0.4833321135831312,-0.09521099804396727,-0.004019821859994721,-0.0008252662882233253,-0.000858677771876426,2
000000538767.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000163899.png,9.765624999991118e-06,2.44776404700886e-09,3.0,4.895528316062325e-09,-3.255208333341475e-05,3.6239623996126014e-08,-10.0,7.247927791276254e-08,6.5104166666607455e-06,-1.0303921152421402e-07,2.0,-2.0609563278206622e-07,-6.510416666716257e-06,-2.0302666520199963e-08,-2.0,-4.06054647683618e-08,6.5104166666607455e-06,-6.417168488259684e-08,2.0,-1.2834752693979823e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.278645833087012e-05,-0.0005676488349308784,5.731752636961573e-07,-1.2198428260279393e-06,1.669405514714839e-06,1
000000157499.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000374618.png,0.003399399399399483,-0.0007125467810151498,566.0,-0.0014465387031857846,-0.004036036036035973,0.0003214284554825253,-672.0,0.0006442247426059478,0.00544144144144143,0.0004137456375294113,906.0,0.0008290998001685423,0.005915915915915948,0.00027277169060968554,985.0,0.0005459368674146647,0.00327927927927929,-0.00040525195465734853,546.0,-0.0008146711113947713,0.002264264264264293,-8.487251215172353e-05,377.0,-0.00016982488019989805,0.0007627627627627698,-0.000573199036874722,127.0,-0.001489433915441929,0.0005645645645645514,-0.00048256198540888584,94.0,-0.0014379780557403077,0.31042642642640317,-1.382682791764637,0.0021027794608885486,0.007731985710040412,-0.022189118799721186,2
000000521507.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000533461.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000091485.png,-0.002213333333333345,-1.4295182222151537e-05,-415.0,-2.8590808688000457e-05,-0.0008799999999999919,-5.59914666659056e-06,-165.0,-1.1198447343319096e-05,0.00018133333333331114,3.1992035556260845e-06,34.0,6.39907116906091e-06,-0.0002506666666667323,6.9344426666673176e-06,-47.0,1.3872425187910764e-05,-0.00021866666666670032,-1.7835036444674435e-05,-41.0,-3.5749488704439614e-05,-0.0004373333333332896,3.320467911105407e-05,-82.0,6.65374147447162e-05,-0.0003573333333333206,-0.00014519168000004523,-67.0,-0.0003081611358723979,0.00040000000000001146,2.0000000000047757e-05,75.0,4.003338556679559e-05,0.005583999999998923,0.21482818909862544,-0.000787193946179876,-0.00012594655336381488,-9.084217107657722e-05,1
000000176903.png,6.5104166666607455e-06,1.3817681249195246e-08,2.0,2.763540385419816e-08,3.2552083333303727e-06,1.8331738904642236e-09,1.0,3.6663483360399596e-09,-1.3020833333321491e-05,-1.908196342326196e-07,-4.0,-3.8166659344085474e-07,0.0,0.0,0.0,0.0,3.2552083333303727e-06,-7.915178934503331e-07,1.0,-1.6153900083137884e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3020833335986026e-05,1.52498882926011e-05,-5.844447628078342e-07,-5.846640063200681e-07,9.071434177165827e-07,1
000000026666.png,-0.0005073529411764865,-1.1937716261622988e-06,-138.0,-2.387547863413886e-06,0.0007536764705882715,5.82713830019066e-06,205.0,1.1654511038350357e-05,0.0005698529411764519,1.0364200367651843e-05,155.0,2.0730688983228163e-05,0.000794117647058834,3.377335640145085e-05,216.0,6.758749636548433e-05,-0.00016176470588236125,-5.988862456701716e-06,-44.0,-1.1983201877452387e-05,0.0015330882352941333,2.8717222642637985e-05,417.0,5.744120913697692e-05,0.001441176470588279,0.00017111851211082385,392.0,0.00034385930465608006,0.0003897058823529309,0.0002613952205882675,106.0,0.0006329644991186489,0.1982205882352872,-1.7590469503670647,0.0011081671978665497,0.0013496808800596005,0.012739018935253643,2
000000482217.png,0.0007812500000000111,8.000691731652187e-06,240.0,1.6001946140598022e-05,-2.278645833331261e-05,1.4337963519239771e-07,-7.0,2.8676305530161983e-07,0.00028645833333329485,-1.3504197862335143e-05,88.0,-2.7028430658604385e-05,0.00024088541666666963,-1.854002210815997e-05,74.0,-3.715352438771191e-05,-0.00017903645833328152,1.4889982011601077e-05,-55.0,2.9848911420993218e-05,-3.2552083333303727e-06,6.039619447062439e-07,-1.0,1.2220779351812538e-06,0.00011718750000000444,5.894470214845571e-06,36.0,1.179889775793086e-05,3.2552083333303727e-06,-4.7104093772731837e-07,1.0,-9.487412172548559e-07,0.008756510416674246,1.347020622254604,0.0003079655002604653,9.371524996919234e-05,2.8333400053259794e-05,1
000000368967.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000039341.png,-5.333333333323864e-05,4.5454222225016494e-07,-10.0,9.091064570032614e-07,-5.3333333333349664e-05,6.934755555354499e-07,-10.0,1.3870292840945098e-06,-2.133333333331766e-05,4.1961244431898415e-07,-4.0,8.393331412115401e-07,-2.666666666661932e-05,6.196622221732451e-07,-5.0,1.239547584575007e-06,-2.666666666661932e-05,2.0973511112298837e-06,-5.0,4.203383842771302e-06,-2.6666666666674832e-05,-6.870755556442898e-07,-5.0,-1.3744553103434143e-06,2.666666666661932e-05,-2.1269333331797036e-06,5.0,-4.26292180399912e-06,0.0,0.0,0.0,0.0,-3.2000000004472895e-05,0.0028122224634898885,2.487071501633409e-06,7.638158052714061e-07,-2.4284874027280523e-06,1
000000288572.png,7.31850117096089e-05,3.8670651686389945e-07,20.0,7.734202330800244e-07,1.829625292748549e-05,-9.3663853395487e-08,5.0,-1.8732934314868999e-07,-4.025175644023493e-05,-3.3772413766119946e-06,-11.0,-6.770399900490887e-06,-1.4637002341943983e-05,-2.631425369714613e-06,-4.0,-5.320675599440605e-06,1.829625292748549e-05,-2.215863155435871e-06,5.0,-4.453586742836357e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001244145199166269,0.0063157438039525005,-4.7834509460997765e-05,-1.661609239311801e-06,-8.597910974295075e-07,1
000000383514.png,0.038777078454332536,0.0005418971846351817,10597.0,0.0010844088529280427,-0.0004866803278689158,5.689928452706772e-06,-133.0,1.138037633796607e-05,-0.00198331381733019,-3.477766324891385e-05,-542.0,-6.956254804346695e-05,0.00011709601873538533,5.275491008038813e-06,32.0,1.055812937234002e-05,-3.659250585485996e-06,-3.840151036604844e-07,-1.0,-7.708684682805611e-07,8.416276346601137e-05,2.2230389180588617e-05,23.0,4.554031721171192e-05,0.00012075526932087133,4.302657655017028e-05,33.0,9.000021522276302e-05,-0.00011709601873538533,-1.540655902243504e-05,-32.0,-3.099279210183603e-05,0.026181937939114164,0.9978674337362463,0.0006696822582883399,-0.0008523781640421557,-0.00020739084492404913,1
000000166059.png,-0.0012094793713163243,-3.1113203377286514e-06,-394.0,-6.222657435439594e-06,0.0003806483300589081,1.5681178135440454e-06,124.0,3.1362535204415565e-06,0.0007674361493123505,1.7197580703398607e-06,250.0,3.4395225734229484e-06,-0.00014734774066799128,-2.3448265215886277e-06,-48.0,-4.690049008271302e-06,0.0002578585461689431,2.7919900050688007e-05,84.0,5.605956565812864e-05,4.911591355599709e-05,1.0295706265706084e-05,16.0,2.0901223476865738e-05,0.00016883595284872266,5.837061492414142e-05,55.0,0.00012175736677333404,7.367387033396788e-05,4.728190700972745e-05,24.0,0.00011215855585022805,0.02737598231827576,-0.16573187268295442,0.0002881928906868225,-0.0005927192205545939,-0.0007789387151317939,2
000000565620.png,0.00017246136865345374,-3.438281976630986e-07,50.0,-6.876573133141051e-07,2.7593818984539276e-05,-6.053279846818249e-08,8.0,-1.2106579083681623e-07,5.518763796913406e-05,8.729667070883629e-07,16.0,1.746079056896832e-06,-1.3796909492269638e-05,-4.530442132555379e-08,-4.0,-9.0609168390543e-08,3.104304635759281e-05,1.5366265117000566e-06,9.0,3.075766786486689e-06,-2.0695364238432212e-05,2.9583977492475544e-06,-6.0,5.957599496730914e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017246136863491301,-0.01571476866502053,-1.3216914567237836e-06,1.4078865494537851e-06,1.0964656478318346e-05,1
000000464760.png,0.0010210755813953587,3.817902519076544e-06,281.0,7.635843277231658e-06,0.0019876453488372192,8.905402307690657e-06,547.0,1.781094725017418e-05,-0.005759447674418605,-3.7022031017491797e-05,-1585.0,-7.404590068560424e-05,0.017481831395348868,-0.0015020272650546063,4811.0,-0.003011790208506504,0.006969476744186021,0.0013343812850695747,1918.0,0.002702155502370296,0.0023873546511627985,0.0008719483214110757,657.0,0.0018283116343379424,0.001969476744186016,-3.8330368611450005e-05,542.0,-7.667051773996292e-05,0.00034520348837213666,6.4688022876346896e-06,95.0,1.293911977162665e-05,0.47995276162791356,-2.5457281800227065,-0.005092594883658208,-5.720595447948618e-06,-0.00016937029745678345,2
000000153540.png,-3.2552083333303727e-06,7.311503347207093e-10,-1.0,1.46230072495257e-09,-3.2552083333303727e-06,-8.381737526264033e-09,-1.0,-1.6763512356021693e-08,-3.2552083333303727e-06,-6.602605195915601e-08,-1.0,-1.3207021720695877e-07,3.2552083333303727e-06,7.636811985567427e-08,1.0,1.527642703447185e-07,-6.5104166666607455e-06,2.892388239750243e-07,-2.0,5.788586920907335e-07,3.2552083333303727e-06,1.4164182879361498e-07,1.0,2.83462643690946e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.255208341101934e-06,0.0026733611739473417,-1.7733556898491543e-06,-6.346812830848592e-07,-6.067661868058849e-06,1
000000558341.png,7.836990595611049e-05,1.5431378433405918e-07,32.0,3.0862796784880686e-07,-2.4490595611492694e-06,-9.506660098024255e-09,-1.0,-1.9013415508695175e-08,-1.4694357366784594e-05,1.6928452448161657e-07,-6.0,3.3858402848085944e-07,-4.898119122243028e-06,-7.231059492851521e-08,-2.0,-1.4463169750733584e-07,-1.2245297805635325e-05,3.158190417240636e-07,-5.0,6.317781902076547e-07,2.4490595611492694e-06,1.4922157334784636e-07,1.0,2.9881329322023475e-07,-2.4490595610937582e-06,-2.3754654174257261e-07,-1.0,-4.7659144752909555e-07,2.4490595610937582e-06,5.654153501233328e-07,1.0,1.1515902859082772e-06,1.4694357361122456e-05,-0.003237001073102874,-3.957572129920095e-05,-1.494767695786603e-06,-1.5279666616407894e-06,1
000000364751.png,-0.002548828124999958,-4.9864768982554875e-06,-783.0,-9.972988116668802e-06,0.0023046875000000133,2.6557922362946407e-06,708.0,5.311596228185778e-06,0.0014518229166666785,-3.950924343465445e-06,446.0,-7.901873745552734e-06,0.0006998697916665853,-1.8551561567409225e-05,215.0,-3.711182278431924e-05,0.0034830729166666075,-0.00014970864189997601,1070.0,-0.00029960308819032555,-0.0005891927083333526,-3.8142172495508886e-05,-181.0,-7.63911865955258e-05,0.004078776041666676,0.00011093155542993283,1253.0,0.00022191907072222072,0.0014713541666666607,0.00014942482842333904,452.0,0.0002998836891792145,0.49971679687500625,-0.04110427045816323,-0.0014528344021869088,0.00013479475489994175,0.0001199999222347703,2
000000546733.png,-0.000557511737089178,1.1042265923855155e-07,-152.0,2.2084534423427726e-07,-0.0005685152582159403,-2.5210348707227492e-06,-155.0,-5.042103334629289e-06,-0.00022007042253519016,-5.133685033742452e-07,-60.0,-1.026738885578915e-06,0.0005648474178404084,4.280277161289314e-06,154.0,8.560719094607983e-06,0.0002127347417840708,-1.382650977282962e-05,58.0,-2.7692056591033243e-05,-0.00013571009389667932,1.5362458289175374e-05,-37.0,3.085717526707388e-05,5.134976525822399e-05,1.3639404711218717e-05,14.0,2.794894644231327e-05,0.00019439553990607816,4.480352311131419e-05,53.0,9.124623598988357e-05,0.029174002347417627,2.535754047604314,0.00038299548868980793,-0.0003344091594179588,-0.0008212136581293716,2
000000349752.png,0.0003256733021076985,7.400582574812464e-07,89.0,1.4801191150493054e-06,0.0008782201405152512,3.2393365839156196e-06,240.0,6.478704214885056e-06,-0.0001975995316159107,-7.057126130138869e-07,-54.0,-1.4114312453239464e-06,0.0016356850117095756,1.736359125792397e-05,447.0,3.472851803343335e-05,0.0009367681498828606,5.429745131063646e-05,256.0,0.00010871679413415603,-0.0007794203747072403,-7.160753566942679e-05,-213.0,-0.00014362009482038474,0.0018113290398126258,-4.291699185013376e-05,495.0,-8.585014517237255e-05,0.0005781615925058436,0.00022041987586660095,158.0,0.0004642786992922199,0.19435377634660256,5.777421620653058,0.00021696773049928453,0.0022369568912193327,1.6253349954808982e-06,2
000000084907.png,-0.0033546666666666725,-3.3689799111197294e-05,-629.0,-6.738211636392322e-05,0.00245866666666672,-9.192135111135702e-06,461.0,-1.8384392924675197e-05,0.0022240000000000038,2.5015551999879593e-05,417.0,5.003329660568934e-05,0.0031679999999999486,-1.8416640000074036e-05,594.0,-3.683381816488307e-05,0.0002826666666666533,-2.0522353777752134e-05,53.0,-4.111705517306774e-05,0.0019466666666666521,-0.00026884764444445874,365.0,-0.0005411542264464053,0.004661333333333406,-0.001005754140444487,874.0,-0.0020436413576994106,0.0006399999999999739,7.03488000000918e-05,120.0,0.00014126841860107042,0.4828640000000064,0.5998142681592071,-0.0008032436888916195,-1.9251589688767945e-05,7.84664462352147e-05,2
000000539587.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000030834.png,2.9296874999973355e-05,4.46796417280515e-07,9.0,8.936621223032404e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.929687499886313e-05,-0.0021872819575037283,-5.9984991569450585e-06,1.5143473244272343e-06,5.898048796026956e-06,1
000000179936.png,7.31850117096089e-05,2.0299414119073766e-07,20.0,4.059893240482282e-07,-3.293325526931845e-05,-2.7054727055886296e-07,-9.0,-5.411067138805237e-07,-2.9274004683776944e-05,9.041005558096948e-08,-8.0,1.8082068586888767e-07,1.0977751756457987e-05,1.2384517211749824e-07,3.0,2.4770085327308067e-07,-2.1955503512915975e-05,8.344183967667895e-07,-6.0,1.669640968038344e-06,7.318501170971992e-06,8.510221393975836e-07,2.0,1.7097787459174896e-06,-3.659250585485996e-06,-1.1210070248179882e-06,-1.0,-2.316386520262448e-06,3.659250585485996e-06,1.0675938569293386e-07,1.0,2.135793841784306e-07,9.514051521364308e-05,0.0015234267893902143,-6.204133956799751e-06,-4.057058783684536e-06,-5.00944953296667e-06,1
