Filename,Label,Text Source,Text Type
000000541795.png,1,metadata/texts\HA.txt,paragraph
000000572557.png,0,-,-
000000286156.png,0,-,-
000000421686.png,2,metadata/texts\Dune.txt,full
000000212886.png,1,metadata/texts\AOTS.txt,sentence
000000524322.png,0,-,-
000000132643.png,0,-,-
000000210410.png,2,metadata/texts\AOTS.txt,paragraph
000000484808.png,2,metadata/texts\Dune.txt,full
000000240987.png,0,-,-
000000078155.png,1,metadata/texts\Job.txt,sentence
000000406554.png,2,metadata/texts\Quran.txt,paragraph
000000557034.png,2,metadata/texts\HA.txt,full
000000400827.png,0,-,-
000000150980.png,0,-,-
000000128200.png,1,metadata/texts\AOTS.txt,sentence
000000384068.png,0,-,-
000000421151.png,0,-,-
000000039114.png,0,-,-
000000123735.png,0,-,-
000000074111.png,0,-,-
000000026418.png,1,metadata/texts\Dune.txt,paragraph
000000170705.png,1,metadata/texts\AOTS.txt,full
000000273137.png,0,-,-
000000066102.png,2,metadata/texts\HA.txt,sentence
000000267994.png,1,metadata/texts\Dune.txt,paragraph
000000169812.png,1,metadata/texts\Job.txt,full
000000390396.png,0,-,-
000000493289.png,1,metadata/texts\AOTS.txt,sentence
000000464912.png,0,-,-
000000068768.png,2,metadata/texts\HA.txt,paragraph
000000377663.png,0,-,-
000000037951.png,1,metadata/texts\HA.txt,full
000000316235.png,2,metadata/texts\AOTS.txt,sentence
000000315029.png,0,-,-
000000552923.png,1,metadata/texts\Quran.txt,paragraph
000000321721.png,1,metadata/texts\HA.txt,full
000000366806.png,1,metadata/texts\Job.txt,sentence
000000405479.png,0,-,-
000000304656.png,1,metadata/texts\Dune.txt,paragraph
000000010062.png,0,-,-
000000050604.png,2,metadata/texts\Quran.txt,full
000000123057.png,0,-,-
000000019527.png,0,-,-
000000018985.png,1,metadata/texts\Job.txt,sentence
000000460203.png,1,metadata/texts\Job.txt,paragraph
000000270551.png,1,metadata/texts\Job.txt,full
000000549659.png,0,-,-
000000523071.png,0,-,-
000000472428.png,1,metadata/texts\HA.txt,sentence
000000064238.png,2,metadata/texts\Quran.txt,paragraph
000000203407.png,2,metadata/texts\Quran.txt,full
000000009909.png,0,-,-
000000148869.png,2,metadata/texts\AOTS.txt,sentence
000000187766.png,1,metadata/texts\HA.txt,paragraph
000000039230.png,0,-,-
000000459163.png,0,-,-
000000494871.png,2,metadata/texts\AOTS.txt,full
000000033973.png,0,-,-
000000521820.png,1,metadata/texts\Dune.txt,sentence
000000452290.png,1,metadata/texts\AOTS.txt,paragraph
000000349519.png,2,metadata/texts\Job.txt,full
000000265921.png,0,-,-
000000281724.png,2,metadata/texts\Job.txt,sentence
000000055345.png,0,-,-
000000109887.png,0,-,-
000000127114.png,0,-,-
000000519267.png,2,metadata/texts\Job.txt,paragraph
000000011254.png,2,metadata/texts\HA.txt,full
000000234030.png,1,metadata/texts\Quran.txt,sentence
000000329253.png,1,metadata/texts\Job.txt,paragraph
000000079789.png,2,metadata/texts\Job.txt,full
000000195622.png,2,metadata/texts\AOTS.txt,sentence
000000438565.png,0,-,-
000000303278.png,2,metadata/texts\HA.txt,paragraph
000000242456.png,2,metadata/texts\Dune.txt,full
000000516509.png,1,metadata/texts\Quran.txt,sentence
000000537435.png,2,metadata/texts\AOTS.txt,paragraph
000000026092.png,0,-,-
000000093646.png,2,metadata/texts\Quran.txt,full
000000351674.png,2,metadata/texts\Job.txt,sentence
000000459316.png,0,-,-
000000373672.png,1,metadata/texts\Dune.txt,paragraph
000000524827.png,1,metadata/texts\AOTS.txt,full
000000457210.png,0,-,-
000000300199.png,2,metadata/texts\Job.txt,sentence
000000465727.png,0,-,-
000000207079.png,1,metadata/texts\Dune.txt,paragraph
000000560521.png,0,-,-
000000009021.png,1,metadata/texts\HA.txt,full
000000520626.png,0,-,-
000000005634.png,0,-,-
000000151122.png,0,-,-
000000011797.png,1,metadata/texts\Quran.txt,sentence
000000483540.png,1,metadata/texts\Dune.txt,paragraph
000000133600.png,2,metadata/texts\AOTS.txt,full
000000205179.png,1,metadata/texts\HA.txt,sentence
000000198063.png,1,metadata/texts\HA.txt,paragraph
000000186221.png,1,metadata/texts\Quran.txt,full
000000507592.png,0,-,-
000000463634.png,1,metadata/texts\AOTS.txt,sentence
000000214558.png,2,metadata/texts\Job.txt,paragraph
000000201667.png,1,metadata/texts\HA.txt,full
000000364004.png,1,metadata/texts\Job.txt,sentence
000000372626.png,0,-,-
000000326375.png,0,-,-
000000452423.png,0,-,-
000000350983.png,1,metadata/texts\Job.txt,paragraph
000000456209.png,2,metadata/texts\Dune.txt,full
000000506827.png,0,-,-
000000071765.png,0,-,-
000000473432.png,1,metadata/texts\Quran.txt,sentence
000000213027.png,2,metadata/texts\HA.txt,paragraph
000000397869.png,0,-,-
000000122071.png,1,metadata/texts\HA.txt,full
000000576103.png,2,metadata/texts\Dune.txt,sentence
000000433731.png,1,metadata/texts\HA.txt,paragraph
000000054914.png,2,metadata/texts\Job.txt,full
000000010426.png,2,metadata/texts\AOTS.txt,sentence
000000216737.png,1,metadata/texts\Quran.txt,paragraph
000000139395.png,0,-,-
000000382647.png,2,metadata/texts\AOTS.txt,full
000000340774.png,0,-,-
000000434906.png,0,-,-
000000420415.png,0,-,-
000000523331.png,2,metadata/texts\Dune.txt,sentence
000000333273.png,2,metadata/texts\Job.txt,paragraph
000000230620.png,2,metadata/texts\Dune.txt,full
000000501141.png,2,metadata/texts\HA.txt,sentence
000000296934.png,0,-,-
000000188493.png,1,metadata/texts\Job.txt,paragraph
000000552386.png,1,metadata/texts\AOTS.txt,full
000000382225.png,0,-,-
000000200697.png,2,metadata/texts\Job.txt,sentence
000000212485.png,0,-,-
000000532098.png,0,-,-
000000302358.png,1,metadata/texts\HA.txt,paragraph
000000132190.png,1,metadata/texts\HA.txt,full
000000207329.png,1,metadata/texts\HA.txt,sentence
000000531671.png,2,metadata/texts\Job.txt,paragraph
000000573459.png,2,metadata/texts\Dune.txt,full
000000361311.png,0,-,-
000000111857.png,2,metadata/texts\HA.txt,sentence
000000423905.png,1,metadata/texts\AOTS.txt,paragraph
000000543029.png,2,metadata/texts\Job.txt,full
000000136112.png,1,metadata/texts\Quran.txt,sentence
000000375829.png,0,-,-
000000418621.png,1,metadata/texts\Dune.txt,paragraph
000000338467.png,0,-,-
000000262829.png,0,-,-
000000079894.png,2,metadata/texts\HA.txt,full
000000400566.png,0,-,-
000000110711.png,0,-,-
000000181372.png,0,-,-
000000057110.png,2,metadata/texts\HA.txt,sentence
000000037034.png,2,metadata/texts\HA.txt,paragraph
000000476817.png,1,metadata/texts\Dune.txt,full
000000427460.png,2,metadata/texts\Quran.txt,sentence
000000393032.png,1,metadata/texts\Job.txt,paragraph
000000387197.png,0,-,-
000000281372.png,1,metadata/texts\Quran.txt,full
000000030225.png,0,-,-
000000513883.png,0,-,-
000000223169.png,1,metadata/texts\AOTS.txt,sentence
000000418145.png,0,-,-
000000506340.png,1,metadata/texts\HA.txt,paragraph
000000074521.png,0,-,-
000000140683.png,2,metadata/texts\Quran.txt,full
000000467839.png,1,metadata/texts\AOTS.txt,sentence
000000221407.png,0,-,-
000000434802.png,0,-,-
000000404410.png,1,metadata/texts\Job.txt,paragraph
000000428897.png,1,metadata/texts\AOTS.txt,full
000000134468.png,0,-,-
000000019792.png,0,-,-
000000553234.png,2,metadata/texts\AOTS.txt,sentence
000000476364.png,2,metadata/texts\Dune.txt,paragraph
000000059849.png,0,-,-
000000007543.png,1,metadata/texts\Job.txt,full
000000572044.png,1,metadata/texts\Dune.txt,sentence
000000017784.png,0,-,-
000000141791.png,0,-,-
000000564177.png,1,metadata/texts\Dune.txt,paragraph
000000151682.png,1,metadata/texts\Job.txt,full
000000224075.png,2,metadata/texts\Dune.txt,sentence
000000107242.png,0,-,-
000000107568.png,2,metadata/texts\HA.txt,paragraph
000000148657.png,2,metadata/texts\HA.txt,full
000000053578.png,1,metadata/texts\Job.txt,sentence
000000464246.png,0,-,-
000000465624.png,0,-,-
000000115895.png,0,-,-
000000562395.png,2,metadata/texts\HA.txt,paragraph
000000047119.png,0,-,-
000000243325.png,0,-,-
000000245783.png,0,-,-
000000204622.png,2,metadata/texts\HA.txt,full
000000107336.png,0,-,-
000000274838.png,0,-,-
000000501396.png,1,metadata/texts\Job.txt,sentence
000000146427.png,1,metadata/texts\AOTS.txt,paragraph
000000249559.png,0,-,-
000000163651.png,2,metadata/texts\Job.txt,full
000000350091.png,0,-,-
000000109233.png,0,-,-
000000000492.png,0,-,-
000000320811.png,0,-,-
000000335686.png,0,-,-
000000556768.png,2,metadata/texts\Dune.txt,sentence
000000492475.png,2,metadata/texts\Dune.txt,paragraph
000000440719.png,2,metadata/texts\Quran.txt,full
000000399396.png,0,-,-
000000200347.png,0,-,-
000000261140.png,2,metadata/texts\Quran.txt,sentence
000000258087.png,0,-,-
000000038759.png,0,-,-
000000548046.png,2,metadata/texts\HA.txt,paragraph
000000087412.png,0,-,-
000000141115.png,1,metadata/texts\Dune.txt,full
000000451558.png,0,-,-
000000088372.png,0,-,-
000000092334.png,0,-,-
000000558838.png,1,metadata/texts\HA.txt,sentence
000000508758.png,1,metadata/texts\HA.txt,paragraph
000000544192.png,0,-,-
000000539203.png,2,metadata/texts\AOTS.txt,full
000000131410.png,0,-,-
000000217248.png,0,-,-
000000119795.png,2,metadata/texts\Job.txt,sentence
000000546005.png,2,metadata/texts\Quran.txt,paragraph
000000526076.png,0,-,-
000000345942.png,0,-,-
000000309960.png,1,metadata/texts\AOTS.txt,full
000000325135.png,0,-,-
000000506244.png,0,-,-
000000110520.png,2,metadata/texts\AOTS.txt,sentence
000000554026.png,0,-,-
000000374353.png,0,-,-
000000105340.png,2,metadata/texts\Dune.txt,paragraph
000000567728.png,2,metadata/texts\AOTS.txt,full
000000073301.png,1,metadata/texts\HA.txt,sentence
000000000275.png,1,metadata/texts\Quran.txt,paragraph
000000319774.png,0,-,-
000000223301.png,1,metadata/texts\Dune.txt,full
000000321465.png,1,metadata/texts\HA.txt,sentence
000000156390.png,0,-,-
000000358275.png,1,metadata/texts\Dune.txt,paragraph
000000528296.png,2,metadata/texts\Quran.txt,full
000000529239.png,2,metadata/texts\Dune.txt,sentence
000000446830.png,0,-,-
000000554468.png,1,metadata/texts\Dune.txt,paragraph
000000338596.png,2,metadata/texts\Quran.txt,full
000000496650.png,2,metadata/texts\AOTS.txt,sentence
000000297090.png,0,-,-
000000391788.png,0,-,-
000000284869.png,1,metadata/texts\Quran.txt,paragraph
000000053270.png,0,-,-
000000181762.png,2,metadata/texts\HA.txt,full
000000240204.png,1,metadata/texts\Dune.txt,sentence
000000106377.png,2,metadata/texts\HA.txt,paragraph
000000297991.png,2,metadata/texts\HA.txt,full
000000506912.png,1,metadata/texts\Quran.txt,sentence
000000011600.png,0,-,-
000000209710.png,0,-,-
000000190777.png,0,-,-
000000497105.png,0,-,-
000000403287.png,1,metadata/texts\AOTS.txt,paragraph
000000137825.png,2,metadata/texts\Quran.txt,full
000000107717.png,1,metadata/texts\Dune.txt,sentence
000000258948.png,1,metadata/texts\Dune.txt,paragraph
000000579441.png,2,metadata/texts\AOTS.txt,full
000000009666.png,1,metadata/texts\Job.txt,sentence
000000290551.png,0,-,-
000000112433.png,1,metadata/texts\Dune.txt,paragraph
000000207641.png,0,-,-
000000345561.png,0,-,-
000000118948.png,0,-,-
000000033283.png,1,metadata/texts\AOTS.txt,full
000000393208.png,1,metadata/texts\Job.txt,sentence
000000055590.png,1,metadata/texts\Quran.txt,paragraph
000000246147.png,1,metadata/texts\AOTS.txt,full
000000267046.png,2,metadata/texts\Job.txt,sentence
000000517573.png,2,metadata/texts\AOTS.txt,paragraph
000000361133.png,2,metadata/texts\AOTS.txt,full
000000393802.png,0,-,-
000000559915.png,1,metadata/texts\HA.txt,sentence
000000334342.png,1,metadata/texts\HA.txt,paragraph
000000525789.png,1,metadata/texts\HA.txt,full
000000015945.png,1,metadata/texts\Quran.txt,sentence
000000405339.png,0,-,-
000000412591.png,0,-,-
000000147570.png,2,metadata/texts\HA.txt,paragraph
000000434321.png,1,metadata/texts\Job.txt,full
000000310657.png,2,metadata/texts\Job.txt,sentence
000000274073.png,2,metadata/texts\AOTS.txt,paragraph
000000373438.png,2,metadata/texts\Dune.txt,full
000000124753.png,2,metadata/texts\AOTS.txt,sentence
000000412265.png,1,metadata/texts\Quran.txt,paragraph
000000234858.png,1,metadata/texts\Job.txt,full
000000398805.png,2,metadata/texts\Quran.txt,sentence
000000133201.png,2,metadata/texts\HA.txt,paragraph
000000427155.png,1,metadata/texts\Dune.txt,full
000000177481.png,2,metadata/texts\AOTS.txt,sentence
000000496997.png,2,metadata/texts\HA.txt,paragraph
000000391987.png,2,metadata/texts\AOTS.txt,full
000000061186.png,2,metadata/texts\Dune.txt,sentence
000000272098.png,1,metadata/texts\HA.txt,paragraph
000000386935.png,1,metadata/texts\AOTS.txt,full
000000103591.png,1,metadata/texts\HA.txt,sentence
000000486549.png,1,metadata/texts\Job.txt,paragraph
000000429502.png,0,-,-
000000464463.png,1,metadata/texts\HA.txt,full
000000541569.png,1,metadata/texts\Quran.txt,sentence
000000581069.png,0,-,-
000000074173.png,0,-,-
000000033796.png,1,metadata/texts\Quran.txt,paragraph
000000215952.png,2,metadata/texts\Quran.txt,full
000000103854.png,1,metadata/texts\Job.txt,sentence
000000313433.png,1,metadata/texts\AOTS.txt,paragraph
000000213616.png,2,metadata/texts\HA.txt,full
000000407983.png,0,-,-
000000522578.png,2,metadata/texts\Quran.txt,sentence
000000009255.png,2,metadata/texts\Job.txt,paragraph
000000477886.png,0,-,-
000000114882.png,1,metadata/texts\Quran.txt,full
000000204148.png,1,metadata/texts\AOTS.txt,sentence
000000084050.png,0,-,-
000000377499.png,0,-,-
000000015327.png,2,metadata/texts\Quran.txt,paragraph
000000309332.png,1,metadata/texts\AOTS.txt,full
000000281240.png,1,metadata/texts\Dune.txt,sentence
000000416260.png,1,metadata/texts\AOTS.txt,paragraph
000000278810.png,0,-,-
000000322393.png,1,metadata/texts\Quran.txt,full
000000208149.png,2,metadata/texts\Job.txt,sentence
000000241613.png,2,metadata/texts\Quran.txt,paragraph
000000256724.png,2,metadata/texts\HA.txt,full
000000558680.png,1,metadata/texts\Quran.txt,sentence
000000398499.png,1,metadata/texts\Dune.txt,paragraph
000000057572.png,0,-,-
000000549922.png,0,-,-
000000437146.png,2,metadata/texts\Quran.txt,full
000000237709.png,2,metadata/texts\Job.txt,sentence
000000450650.png,2,metadata/texts\Quran.txt,paragraph
000000368560.png,0,-,-
000000171226.png,1,metadata/texts\AOTS.txt,full
000000005749.png,0,-,-
000000247249.png,1,metadata/texts\Quran.txt,sentence
000000563043.png,2,metadata/texts\Quran.txt,paragraph
000000554124.png,2,metadata/texts\Quran.txt,full
000000442944.png,1,metadata/texts\Dune.txt,sentence
000000000662.png,2,metadata/texts\Job.txt,paragraph
000000390939.png,2,metadata/texts\Quran.txt,full
000000330302.png,2,metadata/texts\AOTS.txt,sentence
000000187124.png,2,metadata/texts\Job.txt,paragraph
000000008692.png,2,metadata/texts\Quran.txt,full
000000231461.png,0,-,-
000000021295.png,0,-,-
000000488761.png,0,-,-
000000529573.png,0,-,-
000000218402.png,2,metadata/texts\HA.txt,sentence
000000570899.png,1,metadata/texts\HA.txt,paragraph
000000510177.png,0,-,-
000000507020.png,2,metadata/texts\Job.txt,full
000000529818.png,0,-,-
000000354715.png,0,-,-
000000435067.png,2,metadata/texts\Job.txt,sentence
000000512318.png,2,metadata/texts\Quran.txt,paragraph
000000254621.png,1,metadata/texts\AOTS.txt,full
000000312595.png,2,metadata/texts\Quran.txt,sentence
000000406236.png,2,metadata/texts\Job.txt,paragraph
000000542507.png,2,metadata/texts\Quran.txt,full
000000131823.png,1,metadata/texts\AOTS.txt,sentence
000000580770.png,1,metadata/texts\AOTS.txt,paragraph
000000165020.png,0,-,-
000000316070.png,0,-,-
000000581265.png,2,metadata/texts\Dune.txt,full
000000199896.png,0,-,-
000000313919.png,2,metadata/texts\Dune.txt,sentence
000000024283.png,2,metadata/texts\AOTS.txt,paragraph
000000355943.png,1,metadata/texts\AOTS.txt,full
000000387894.png,0,-,-
000000252321.png,1,metadata/texts\Quran.txt,sentence
000000266078.png,0,-,-
000000018286.png,0,-,-
000000224784.png,0,-,-
000000494277.png,1,metadata/texts\AOTS.txt,paragraph
000000069387.png,0,-,-
000000003773.png,2,metadata/texts\Dune.txt,full
000000010873.png,2,metadata/texts\HA.txt,sentence
000000269966.png,1,metadata/texts\Job.txt,paragraph
000000223937.png,0,-,-
000000469256.png,2,metadata/texts\Job.txt,full
000000043295.png,2,metadata/texts\Dune.txt,sentence
000000426614.png,2,metadata/texts\Quran.txt,paragraph
000000057206.png,0,-,-
000000352232.png,0,-,-
000000154664.png,2,metadata/texts\AOTS.txt,full
000000574269.png,2,metadata/texts\Quran.txt,sentence
000000581358.png,0,-,-
000000366169.png,0,-,-
000000473093.png,0,-,-
000000006571.png,0,-,-
000000503881.png,0,-,-
000000333453.png,0,-,-
000000017339.png,1,metadata/texts\AOTS.txt,paragraph
000000164629.png,2,metadata/texts\HA.txt,full
000000018429.png,0,-,-
000000106861.png,0,-,-
000000354869.png,1,metadata/texts\AOTS.txt,sentence
000000420632.png,1,metadata/texts\Job.txt,paragraph
000000522050.png,1,metadata/texts\AOTS.txt,full
000000057369.png,0,-,-
000000394223.png,0,-,-
000000501537.png,0,-,-
000000241056.png,0,-,-
000000336914.png,2,metadata/texts\Job.txt,sentence
000000104604.png,0,-,-
000000201385.png,1,metadata/texts\AOTS.txt,paragraph
000000427720.png,0,-,-
000000459469.png,1,metadata/texts\AOTS.txt,full
000000062826.png,2,metadata/texts\HA.txt,sentence
000000294869.png,1,metadata/texts\Quran.txt,paragraph
000000114232.png,2,metadata/texts\AOTS.txt,full
000000276140.png,1,metadata/texts\Quran.txt,sentence
000000348121.png,2,metadata/texts\Quran.txt,paragraph
000000186505.png,2,metadata/texts\AOTS.txt,full
000000053699.png,1,metadata/texts\AOTS.txt,sentence
000000347842.png,1,metadata/texts\Quran.txt,paragraph
000000413632.png,2,metadata/texts\AOTS.txt,full
000000346789.png,1,metadata/texts\HA.txt,sentence
000000404559.png,1,metadata/texts\Job.txt,paragraph
000000300367.png,1,metadata/texts\Dune.txt,full
000000467291.png,1,metadata/texts\Dune.txt,sentence
000000309674.png,1,metadata/texts\Dune.txt,paragraph
000000108351.png,2,metadata/texts\AOTS.txt,full
000000145527.png,1,metadata/texts\Dune.txt,sentence
000000174414.png,1,metadata/texts\Dune.txt,paragraph
000000534660.png,0,-,-
000000094829.png,2,metadata/texts\AOTS.txt,full
000000177622.png,2,metadata/texts\Dune.txt,sentence
000000414579.png,1,metadata/texts\Quran.txt,paragraph
000000454228.png,1,metadata/texts\Dune.txt,full
000000226394.png,2,metadata/texts\Quran.txt,sentence
000000453315.png,0,-,-
000000194927.png,1,metadata/texts\Job.txt,paragraph
000000127948.png,0,-,-
000000057712.png,1,metadata/texts\Quran.txt,full
000000384747.png,2,metadata/texts\HA.txt,sentence
000000206399.png,2,metadata/texts\Dune.txt,paragraph
000000239088.png,0,-,-
000000096556.png,1,metadata/texts\Dune.txt,full
000000266650.png,2,metadata/texts\Job.txt,sentence
000000400995.png,0,-,-
000000559673.png,1,metadata/texts\Dune.txt,paragraph
000000021771.png,1,metadata/texts\Dune.txt,full
000000353910.png,1,metadata/texts\Dune.txt,sentence
000000435735.png,0,-,-
000000359252.png,1,metadata/texts\Job.txt,paragraph
000000486909.png,0,-,-
000000226560.png,2,metadata/texts\AOTS.txt,full
000000546387.png,0,-,-
000000363918.png,1,metadata/texts\Job.txt,sentence
000000291364.png,2,metadata/texts\Quran.txt,paragraph
000000096688.png,1,metadata/texts\Dune.txt,full
000000245044.png,2,metadata/texts\AOTS.txt,sentence
000000196823.png,0,-,-
000000455958.png,0,-,-
000000328090.png,0,-,-
000000410449.png,0,-,-
000000471485.png,2,metadata/texts\HA.txt,paragraph
000000162137.png,1,metadata/texts\AOTS.txt,full
000000527148.png,1,metadata/texts\Job.txt,sentence
000000323521.png,1,metadata/texts\HA.txt,paragraph
000000373510.png,2,metadata/texts\Job.txt,full
000000331169.png,1,metadata/texts\AOTS.txt,sentence
000000277600.png,0,-,-
000000501878.png,0,-,-
000000428393.png,0,-,-
000000556090.png,1,metadata/texts\AOTS.txt,paragraph
000000548155.png,1,metadata/texts\Dune.txt,full
000000344948.png,1,metadata/texts\Job.txt,sentence
000000205328.png,2,metadata/texts\Dune.txt,paragraph
000000360311.png,2,metadata/texts\Dune.txt,full
000000386288.png,1,metadata/texts\AOTS.txt,sentence
000000009526.png,1,metadata/texts\Job.txt,paragraph
000000017631.png,2,metadata/texts\HA.txt,full
000000343306.png,2,metadata/texts\HA.txt,sentence
000000182964.png,0,-,-
000000366625.png,0,-,-
000000365495.png,1,metadata/texts\Quran.txt,paragraph
000000320226.png,2,metadata/texts\AOTS.txt,full
000000189456.png,1,metadata/texts\AOTS.txt,sentence
000000167788.png,2,metadata/texts\Job.txt,paragraph
000000261041.png,2,metadata/texts\Dune.txt,full
000000485728.png,2,metadata/texts\Job.txt,sentence
000000299877.png,1,metadata/texts\HA.txt,paragraph
000000379410.png,1,metadata/texts\HA.txt,full
000000367895.png,0,-,-
000000090996.png,0,-,-
000000289436.png,2,metadata/texts\Quran.txt,sentence
000000502524.png,1,metadata/texts\Job.txt,paragraph
000000103681.png,1,metadata/texts\AOTS.txt,full
000000439966.png,0,-,-
000000243941.png,1,metadata/texts\Job.txt,sentence
000000038519.png,1,metadata/texts\Quran.txt,paragraph
000000011946.png,1,metadata/texts\Quran.txt,full
000000221283.png,1,metadata/texts\Dune.txt,sentence
000000166307.png,1,metadata/texts\AOTS.txt,paragraph
000000387341.png,2,metadata/texts\Dune.txt,full
000000074753.png,0,-,-
000000338170.png,2,metadata/texts\Job.txt,sentence
000000487505.png,2,metadata/texts\Dune.txt,paragraph
000000136450.png,0,-,-
000000386837.png,0,-,-
000000244861.png,1,metadata/texts\Job.txt,full
000000213912.png,2,metadata/texts\Job.txt,sentence
000000368711.png,2,metadata/texts\HA.txt,paragraph
000000262040.png,2,metadata/texts\HA.txt,full
000000418463.png,0,-,-
000000502147.png,2,metadata/texts\Dune.txt,sentence
000000156678.png,0,-,-
000000169021.png,2,metadata/texts\HA.txt,paragraph
000000482870.png,0,-,-
000000230476.png,2,metadata/texts\HA.txt,full
000000293902.png,0,-,-
000000444740.png,1,metadata/texts\AOTS.txt,sentence
000000304515.png,1,metadata/texts\HA.txt,paragraph
000000551539.png,0,-,-
000000552104.png,1,metadata/texts\AOTS.txt,full
000000262665.png,1,metadata/texts\Dune.txt,sentence
000000375217.png,2,metadata/texts\Dune.txt,paragraph
000000073678.png,1,metadata/texts\Quran.txt,full
000000083907.png,2,metadata/texts\Dune.txt,sentence
000000108992.png,0,-,-
000000559843.png,1,metadata/texts\Quran.txt,paragraph
000000219531.png,2,metadata/texts\HA.txt,full
000000377943.png,2,metadata/texts\Dune.txt,sentence
000000537593.png,2,metadata/texts\AOTS.txt,paragraph
000000102557.png,1,metadata/texts\HA.txt,full
000000113341.png,2,metadata/texts\Quran.txt,sentence
000000033673.png,1,metadata/texts\Quran.txt,paragraph
000000523551.png,2,metadata/texts\AOTS.txt,full
000000171507.png,2,metadata/texts\Dune.txt,sentence
000000421425.png,0,-,-
000000457820.png,2,metadata/texts\Quran.txt,paragraph
000000244686.png,2,metadata/texts\Dune.txt,full
000000470864.png,0,-,-
000000056139.png,2,metadata/texts\Dune.txt,sentence
000000287915.png,0,-,-
000000052940.png,2,metadata/texts\Dune.txt,paragraph
000000545134.png,1,metadata/texts\Job.txt,full
000000509068.png,1,metadata/texts\Job.txt,sentence
000000143137.png,0,-,-
000000195827.png,1,metadata/texts\Quran.txt,paragraph
000000453892.png,0,-,-
000000048003.png,1,metadata/texts\HA.txt,full
000000488131.png,2,metadata/texts\HA.txt,sentence
000000381515.png,1,metadata/texts\Job.txt,paragraph
000000065219.png,2,metadata/texts\Dune.txt,full
000000182752.png,1,metadata/texts\AOTS.txt,sentence
000000112660.png,0,-,-
000000478017.png,2,metadata/texts\AOTS.txt,paragraph
000000318579.png,2,metadata/texts\Job.txt,full
000000028419.png,2,metadata/texts\HA.txt,sentence
000000448279.png,0,-,-
000000178261.png,0,-,-
000000288342.png,0,-,-
000000409942.png,1,metadata/texts\Quran.txt,paragraph
000000421900.png,2,metadata/texts\Dune.txt,full
000000575234.png,1,metadata/texts\Quran.txt,sentence
000000471612.png,2,metadata/texts\Dune.txt,paragraph
000000255511.png,0,-,-
000000221653.png,0,-,-
000000432632.png,1,metadata/texts\HA.txt,full
000000571620.png,0,-,-
000000216145.png,2,metadata/texts\Job.txt,sentence
000000545855.png,0,-,-
000000395119.png,0,-,-
000000257271.png,1,metadata/texts\Quran.txt,paragraph
000000342904.png,2,metadata/texts\Dune.txt,full
000000569152.png,2,metadata/texts\HA.txt,sentence
000000045346.png,0,-,-
000000121177.png,0,-,-
000000176741.png,0,-,-
000000335164.png,1,metadata/texts\Quran.txt,paragraph
000000117590.png,2,metadata/texts\Quran.txt,full
000000072500.png,1,metadata/texts\HA.txt,sentence
000000230743.png,2,metadata/texts\Dune.txt,paragraph
000000451094.png,0,-,-
000000144461.png,0,-,-
000000073410.png,1,metadata/texts\AOTS.txt,full
000000267620.png,0,-,-
000000014309.png,2,metadata/texts\HA.txt,sentence
000000226891.png,0,-,-
000000276756.png,0,-,-
000000309018.png,0,-,-
000000316981.png,0,-,-
000000144344.png,0,-,-
000000265032.png,0,-,-
000000038683.png,2,metadata/texts\Job.txt,paragraph
000000118297.png,1,metadata/texts\AOTS.txt,full
000000093325.png,0,-,-
000000423329.png,0,-,-
000000224631.png,2,metadata/texts\Dune.txt,sentence
000000350243.png,0,-,-
000000472121.png,1,metadata/texts\AOTS.txt,paragraph
000000440535.png,0,-,-
000000538935.png,1,metadata/texts\HA.txt,full
000000523874.png,2,metadata/texts\Dune.txt,sentence
000000448189.png,0,-,-
000000535703.png,0,-,-
000000446242.png,1,metadata/texts\Dune.txt,paragraph
000000495831.png,0,-,-
000000195462.png,0,-,-
000000526938.png,1,metadata/texts\Job.txt,full
000000494040.png,1,metadata/texts\AOTS.txt,sentence
000000159177.png,1,metadata/texts\AOTS.txt,paragraph
000000413064.png,2,metadata/texts\Quran.txt,full
000000007680.png,1,metadata/texts\Job.txt,sentence
000000312741.png,2,metadata/texts\HA.txt,paragraph
000000125068.png,0,-,-
000000236771.png,0,-,-
000000150840.png,0,-,-
000000324793.png,2,metadata/texts\Quran.txt,full
000000094342.png,1,metadata/texts\Dune.txt,sentence
000000553090.png,2,metadata/texts\AOTS.txt,paragraph
000000104096.png,2,metadata/texts\Quran.txt,full
000000012652.png,1,metadata/texts\Job.txt,sentence
000000001482.png,2,metadata/texts\AOTS.txt,paragraph
000000140509.png,1,metadata/texts\AOTS.txt,full
000000142417.png,1,metadata/texts\Dune.txt,sentence
000000440178.png,1,metadata/texts\HA.txt,paragraph
000000538520.png,2,metadata/texts\Job.txt,full
000000012287.png,1,metadata/texts\AOTS.txt,sentence
000000411843.png,2,metadata/texts\Job.txt,paragraph
000000179243.png,1,metadata/texts\AOTS.txt,full
000000317611.png,2,metadata/texts\Job.txt,sentence
000000200160.png,1,metadata/texts\Quran.txt,paragraph
000000066501.png,0,-,-
000000525122.png,1,metadata/texts\HA.txt,full
000000247746.png,1,metadata/texts\Job.txt,sentence
000000511740.png,2,metadata/texts\Quran.txt,paragraph
000000251609.png,2,metadata/texts\AOTS.txt,full
000000182351.png,0,-,-
000000220762.png,1,metadata/texts\HA.txt,sentence
000000164182.png,2,metadata/texts\Job.txt,paragraph
